"csv_fid","csv_pid","csv_caption","csv_mime","csv_filename","csv_filepath","csv_status","csv_date","csv_date_y","csv_year_m"
"16230","1566","","image/jpeg","1211zx_0257kp_select.jpg","public://uploads/2019/03/1211zx_0257kp_select.jpg","Permanent","1552065233","2019","03"
"16233","1570","","image/jpeg","nsfcareerawards_fu.jpg","public://uploads/2019/03/nsfcareerawards_fu.jpg","Permanent","1552068419","2019","03"
"16234","1572","","image/jpeg","nsfcareerawards_hatzell.jpg","public://uploads/2019/03/nsfcareerawards_hatzell.jpg","Permanent","1552068419","2019","03"
"16235","1575","Nicholas Brophy
One of the many freshmen students building Sustain Alive","image/jpeg","brophy-nick_0.jpg","public://uploads/2019/03/brophy-nick_0.jpg","Permanent","1552098245","2019","03"
"16236","1578","Rachel Thomas and Sawyer Flanagan using a milling machine to drill holes in the sustainer section of the rocket.
(photo courtesy: Casey Wilson)","image/jpeg","flanagan_and_thomas.jpg","public://uploads/2019/03/flanagan_and_thomas.jpg","Permanent","1552098245","2019","03"
"16237","1581","Carson Coursey using a lathe to fabricate one of the seven bulkheads used in Sustain Alive
(photo courtesy: Matthew Chicky)","image/jpeg","carson_coursey_shop_0.jpg","public://uploads/2019/03/carson_coursey_shop_0.jpg","Permanent","1552098245","2019","03"
"16238","1583","Members of the Sustain Alive team have gathered every Saturday morning in ESM to review the construction of the rocket. Their efforts have been supported by grants from the AE School, the Student Government Association, the Georgia Space Grant Consortium and donations from The Finley Family, Leonard Coleman, and Pscolka Woodworks","image/jpeg","in_the_lab_0.jpg","public://uploads/2019/03/in_the_lab_0.jpg","Permanent","1552098245","2019","03"
"16241","1591","","image/jpeg","tech_tower.jpg","public://uploads/2019/03/tech_tower.jpg","Permanent","1552313451","2019","03"
"16241","1591","","image/jpeg","tech_tower.jpg","public://uploads/2019/03/tech_tower.jpg","Permanent","1552313451","2019","03"
"16241","1591","","image/jpeg","tech_tower.jpg","public://uploads/2019/03/tech_tower.jpg","Permanent","1552313451","2019","03"
"16242","1592","","image/jpeg","graduate_students_at_graduation.jpg","public://uploads/2019/03/graduate_students_at_graduation.jpg","Permanent","1552313752","2019","03"
"16242","1592","","image/jpeg","graduate_students_at_graduation.jpg","public://uploads/2019/03/graduate_students_at_graduation.jpg","Permanent","1552313752","2019","03"
"16242","1592","","image/jpeg","graduate_students_at_graduation.jpg","public://uploads/2019/03/graduate_students_at_graduation.jpg","Permanent","1552313752","2019","03"
"16243","1593","","image/jpeg","georgia_tech_skyline.jpg","public://uploads/2019/03/georgia_tech_skyline.jpg","Permanent","1552313752","2019","03"
"16243","1593","","image/jpeg","georgia_tech_skyline.jpg","public://uploads/2019/03/georgia_tech_skyline.jpg","Permanent","1552313752","2019","03"
"16243","1593","","image/jpeg","georgia_tech_skyline.jpg","public://uploads/2019/03/georgia_tech_skyline.jpg","Permanent","1552313752","2019","03"
"16246","1594","","image/jpeg","180315r407-dev_resize.jpg","public://uploads/2019/03/180315r407-dev_resize.jpg","Permanent","1552315653","2019","03"
"16246","1594","","image/jpeg","180315r407-dev_resize.jpg","public://uploads/2019/03/180315r407-dev_resize.jpg","Permanent","1552315653","2019","03"
"16246","1594","","image/jpeg","180315r407-dev_resize.jpg","public://uploads/2019/03/180315r407-dev_resize.jpg","Permanent","1552315653","2019","03"
"16247","1595","","image/jpeg","171110br031_resize.jpg","public://uploads/2019/03/171110br031_resize.jpg","Permanent","1552315653","2019","03"
"16247","1595","","image/jpeg","171110br031_resize.jpg","public://uploads/2019/03/171110br031_resize.jpg","Permanent","1552315653","2019","03"
"16247","1595","","image/jpeg","171110br031_resize.jpg","public://uploads/2019/03/171110br031_resize.jpg","Permanent","1552315653","2019","03"
"16308","1621","Libi Medical's fetal heart-monitoring technology on display.","image/jpeg","image1_3_0.jpeg","public://uploads/2019/04/image1_3_0.jpeg","Permanent","1554478778","2019","04"
"16320","1625","The 2019 Engineering Hall of Fame inductees. From left: Robert Shelley Blount, C. Perry Bankston, John H. Woody, Jr., Jerry S. Johnson, G. Ben Turnipseed, Joseph C. Mello, Raymond J. French, William R. Collins, Jr.","image/jpeg","190406gmr_b461-dev.jpg","public://uploads/2019/04/190406gmr_b461-dev.jpg","Permanent","1554988493","2019","04"
"16323","1635","Deborah Kilpatrick","image/jpeg","kilpatrick_final.jpg","public://uploads/2019/04/kilpatrick_final.jpg","Permanent","1554995821","2019","04"
"16324","1640","Jeff Lane","image/jpeg","lane_final.jpg","public://uploads/2019/04/lane_final.jpg","Permanent","1554996254","2019","04"
"16325","1645","Michael Tinskey","image/jpeg","tinksey_final.jpg","public://uploads/2019/04/tinksey_final.jpg","Permanent","1554996630","2019","04"
"16326","1652","Andrea Hence Evans","image/jpeg","evan-andrea-o.jpg","public://uploads/2019/04/evan-andrea-o.jpg","Permanent","1554997564","2019","04"
"16332","1659","Steve W. Chaddick School Chair of ECE, Magnus Egerstedt, on the second floor of the Van Leer Interdisciplinary Design Commons.","image/jpeg","190313r130-dev_2-dev.jpg","public://uploads/2019/04/190313r130-dev_2-dev.jpg","Permanent","1555002459","2019","04"
"16335","1663","The IDC has four 3D printers.","image/jpeg","190313r357-dev.jpg","public://uploads/2019/04/190313r357-dev.jpg","Permanent","1555003293","2019","04"
"16336","1664","The facility houses two laser cutters and one plasma cutter.","image/jpeg","dsc00941r.jpg","public://uploads/2019/04/dsc00941r.jpg","Permanent","1555003293","2019","04"
"16337","1665","A full machine shop is available, and 20 soldering stations.","image/jpeg","190313r486-dev.jpg","public://uploads/2019/04/190313r486-dev.jpg","Permanent","1555003293","2019","04"
"16338","1667","The makerspace serves more than 200 students a day.","image/jpeg","190313r258-dev.jpg","public://uploads/2019/04/190313r258-dev.jpg","Permanent","1555003426","2019","04"
"16341","1679","","image/jpeg","istock-155147366.jpg","public://uploads/2019/04/istock-155147366.jpg","Permanent","1555004750","2019","04"
"16342","1682","","image/png","shutterstock_287756555_outline_crop.png","public://uploads/2019/04/shutterstock_287756555_outline_crop.png","Permanent","1555005033","2019","04"
"16344","1685","","image/jpeg","shutterstock_157361888_crop.jpg","public://uploads/2019/04/shutterstock_157361888_crop.jpg","Permanent","1555005510","2019","04"
"16343","1688","","image/png","demo3_filio_edit.png","public://uploads/2019/04/demo3_filio_edit.png","Permanent","1555005510","2019","04"
"16345","1695","A rendering of what the viewer sees through the Oculogx AR platform.","image/jpeg","gt.01.19.01.vr_web.jpg","public://uploads/2019/04/gt.01.19.01.vr_web.jpg","Permanent","1555008592","2019","04"
"16360","1714","","image/jpeg","kaiser_headshot_resize.jpg","public://uploads/2019/04/kaiser_headshot_resize.jpg","Permanent","1555086624","2019","04"
"16366","1718","James Dahlman, associate professor, BME","image/png","180416r012-dev_web.png","public://uploads/2019/04/180416r012-dev_web.png","Permanent","1555336181","2019","04"
"16368","1724","Ethos Medical invented a handheld medical device to guide the placement of needles for lumbar punctures, improving the accuracy and safety of the procedure.","image/png","ethos_device_web.png","public://uploads/2019/04/ethos_device_web.png","Permanent","1555336784","2019","04"
"16369","1730","The Capstone team of Libi Medical in Ethiopia includes (left to right) BME students Hannah Geil, Elizabeth Kappler, Yahia Ali, and Elianna Paljug.","image/png","libi-medical-team_web.png","public://uploads/2019/04/libi-medical-team_web.png","Permanent","1555337313","2019","04"
"16370","1733","Ethos Medical, comprised of Lucas Muller (ME), Cassidy Wang (BME), and Dev Mandavia (BME), won first place at the 2019 InVenture Prize competition.","image/png","ethos_inventure_web.png","public://uploads/2019/04/ethos_inventure_web_0.png","Permanent","1555337831","2019","04"
"16373","1737","Troy and Travis Nunnally","image/png","brainrain_web.png","public://uploads/2019/04/brainrain_web_0.png","Permanent","1555339108","2019","04"
"16374","1741","","image/jpeg","mop-bucket.jpg","public://uploads/2019/04/mop-bucket.jpg","Permanent","1555339568","2019","04"
"16377","1743","James Loper and Stanley Vergilis","image/png","hux_web.png","public://uploads/2019/04/hux_web.png","Permanent","1555339712","2019","04"
"16378","1747","","image/jpeg","coe_advisoryboard_2018.jpg","public://uploads/2019/04/coe_advisoryboard_2018.jpg","Permanent","1555340228","2019","04"
"16379","1750","Lara Hodgson","image/png","larahodgson_web.png","public://uploads/2019/04/larahodgson_web.png","Permanent","1555340426","2019","04"
"16381","1753","Rob Kischuk with Mark Cuban","image/png","kischuk-and-cuban_web.png","public://uploads/2019/04/kischuk-and-cuban_web.png","Permanent","1555340982","2019","04"
"16383","1755","2018 civil engineering graduate Arjun Bir (l) receives the Dean's Impact Award from engineering dean, Steve McLaughlin (r), in recognition of his work with low-cost, easy-to-use, e. coli testing in India.","image/jpeg","alumni-awards-2019-bir.jpg","public://uploads/2019/04/alumni-awards-2019-bir.jpg","Permanent","1555342167","2019","04"
"16384","1756","Dean McLaughlin (l) presents the Dean's Appreciation Award to entrepreneur, investor and CREATE-X co-founder Chris Klaus (r) in appreciation of Klaus' work in promoting student entrepreneurial confidence on campus.","image/jpeg","alumni-awards-2019-klaus.jpg","public://uploads/2019/04/alumni-awards-2019-klaus.jpg","Permanent","1555342167","2019","04"
"16385","1757","Engineering Dean Steve McLaughlin (l) presents the Dean's Appreciation Award to Georgia Tech First Lady Val Peterson (c) and President G.P. ""Bud"" Peterson (r) to recognize their work on behalf of Tech during the past 10 years.","image/jpeg","alumni-awards-2019-petersons.jpg","public://uploads/2019/04/alumni-awards-2019-petersons.jpg","Permanent","1555342167","2019","04"
"16386","1758","New members of the Council of Outstanding Young Engineering Alumni. Pictured are: (l-r) Stacie Sire, Lucy Pettitt-Schieber, Mallory Freeman,and Allen Chang. Not pictured Kevin Massey.","image/jpeg","alumni-awards-2019-yea.jpg","public://uploads/2019/04/alumni-awards-2019-yea.jpg","Permanent","1555342167","2019","04"
"16389","1765","","image/png","xwing_art_web.png","public://uploads/2019/04/xwing_art_web.png","Permanent","1555342859","2019","04"
"16412","1770","Will Sweet","image/png","will_sweet_headshot_edit_web.png","public://uploads/2019/04/will_sweet_headshot_edit_web.png","Permanent","1555595418","2019","04"
"16399","1777","Gleb Yushin, professor, MSE and CTO of Sila Nanotechnologies","image/png","yushin_web.png","public://uploads/2019/04/yushin_web_0.png","Permanent","1555426021","2019","04"
"16397","1778","TabAccess, a Bluetooth switch interface, is one of many learning accessibility technologies engineered at Zyrobotics.","image/png","tabaccess_web.png","public://uploads/2019/04/tabaccess_web.png","Permanent","1555426021","2019","04"
"16398","1779","Ayanna Howard, professor, ECE, and founder of Zyrobotics","image/png","ayanna_web.png","public://uploads/2019/04/ayanna_web.png","Permanent","1555426021","2019","04"
"16404","1790","Looking professional — including nice shoes — can boost your confidence as a presenter.","image/png","shoes_web.png","public://uploads/2019/04/shoes_web.png","Permanent","1555508354","2019","04"
"16405","1796","Leave your audience with a clear, actionable instruction.","image/png","microphone_web.png","public://uploads/2019/04/microphone_web.png","Permanent","1555508354","2019","04"
"16415","1804","Shef offers different recipes that will use the same ingredients.","image/png","shef-web-1.png","public://uploads/2019/04/shef-web-1.png","Permanent","1555595844","2019","04"
"16416","1805","The app also provides a personalized grocery list based on recipes selected.","image/png","shef-web-2.png","public://uploads/2019/04/shef-web-2.png","Permanent","1555595844","2019","04"
"16431","1816","","image/jpeg","wiebanquet1.jpg","public://uploads/2019/04/wiebanquet1.jpg","Permanent","1556042046","2019","04"
"16432","1817","","image/jpeg","wie3.jpg","public://uploads/2019/04/wie3.jpg","Permanent","1556042166","2019","04"
"16437","1823","","image/png","nexxchair_thumb_1.png","public://uploads/2019/04/nexxchair_thumb_1.png","Permanent","1556472982","2019","04"
"16442","1828","Yogendra Joshi (left) and Daniel Lorenzini stand in Joshi’s lab heat transfer, combustion and energy systems lab in the George W. Woodruff School of Mechanical Engineering. (Photo: Péralte C. Paul)","image/jpeg","joshi-and-lorenzini-768x512_0.jpg","public://uploads/2019/04/joshi-and-lorenzini-768x512_0.jpg","Permanent","1556567247","2019","04"
"16446","1835","Gabe Kwong (r.) with vat that stores T cells in his lab at Georgia Tech
Georgia Tech and Coulter Department researcher Gabe Kwong (r.) next to a liquid nitrogen storage vat in his lab. Credit: Georgia Tech / Allison Carter","image/jpeg","n18c10200-p22-005_1_4.jpg","public://uploads/2019/04/n18c10200-p22-005_1_4.jpg","Permanent","1556627009","2019","04"
"16464","1852","Georgia Tech BME student Lee-Kai Sun is a 2019 recipient of the Barry Goldwater Scholarship. ","image/jpeg","lee-kai_sun.jpeg","public://uploads/2019/05/lee-kai_sun.jpeg","Permanent","1557411125","2019","05"
"16466","1853","Georgia Tech BME student Julia Woodall is a 2019 recipient of the Barry Goldwater Scholarship. ","image/jpeg","headshot_woodall_julia-trimmed.jpg","public://uploads/2019/05/headshot_woodall_julia-trimmed.jpg","Permanent","1557411235","2019","05"
"16488","1861","Pictured left to right are: Dan Mote, Jr., Paul Benkeser, Wendy Newstetter, Joe Le Doux, and Alex Van Adzin.","image/jpeg","40885067903_703801a7fe_k.jpg","public://uploads/2019/05/40885067903_703801a7fe_k.jpg","Permanent","1559304669","2019","05"
"16493","1876","Bhamla working on his hearing aid device","image/jpeg","saad6.jpg","public://uploads/2019/06/saad6.jpg","Permanent","1559567012","2019","06"
"16509","1887","Google's callout to Georgia Tech's Aerospace Engineering.","image/png","google_ad_ae_callout.png","public://uploads/2019/06/google_ad_ae_callout.png","Permanent","1560169404","2019","06"
"16522","1892","","image/jpeg","chbe.jpg","public://uploads/2019/06/chbe.jpg","Permanent","1560516447","2019","06"
"16535","1905","","image/jpeg","dahlman.jpg","public://uploads/2019/06/dahlman.jpg","Permanent","1560787266","2019","06"
"16540","1908","Looking into a vacuum chamber in Dr. Mitchell Walker's research facility.","image/jpeg","ae_lab.jpg","public://uploads/2019/06/ae_lab.jpg","Permanent","1560959317","2019","06"
"16547","1913","","image/jpeg","15c10200-p3-001.jpg","public://uploads/2019/06/15c10200-p3-001.jpg","Permanent","1561036573","2019","06"
"16548","1914","","image/jpeg","15c10200-p3-010.jpg","public://uploads/2019/06/15c10200-p3-010.jpg","Permanent","1561036573","2019","06"
"16549","1915","","image/jpeg","15c10200-p3-009.jpg","public://uploads/2019/06/15c10200-p3-009.jpg","Permanent","1561036573","2019","06"
"16550","1919","Students in the NRE lab","image/jpeg","nre.jpg","public://uploads/2019/06/nre.jpg","Permanent","1561137172","2019","06"
"16551","1921","","image/jpeg","reactors.jpg","public://uploads/2019/06/reactors.jpg","Permanent","1561137597","2019","06"
"16552","1923","Anna Erickson in her lab","image/jpeg","anna_erickson.jpg","public://uploads/2019/06/anna_erickson.jpg","Permanent","1561137729","2019","06"
"16554","1931","One of Dr. Peeta's grad students spending some time behind the wheel in the simulator.  ","image/jpeg","img_9107.jpg","public://uploads/2019/06/img_9107.jpg","Permanent","1561557820","2019","06"
"16560","1958","","image/png","grad-ebook_atlantagraphic_002.png","public://uploads/2019/06/grad-ebook_atlantagraphic_002.png","Permanent","1561571523","2019","06"
"16561","1960","","image/png","grad-ebook_atlantagraphic_002.png","public://uploads/2019/06/grad-ebook_atlantagraphic_002_0.png","Permanent","1561571598","2019","06"
"17777","1961","","image/png","grad-ebook_atlantagraphic_002_1.png","public://uploads/2020/09/grad-ebook_atlantagraphic_002_1.png","Permanent","1601395721","2020","09"
"16565","1963","","image/png","atl-image-crop.png","public://uploads/2019/06/atl-image-crop.png","Permanent","1561664670","2019","06"
"16585","1974","","image/jpeg","edcoyle131023ar253_web.jpg","public://uploads/2019/07/edcoyle131023ar253_web.jpg","Permanent","1562081037","2019","07"
"16601","1988","Cross-section view shows molecular density of the supersonic gas jet as it expands in vacuum and impinges onto a substrate, leading to accelerated material deposition from an energized adsorbed precursor. (Credit: Matthew R. Henry)","image/png","density.png","public://uploads/2019/07/density_0.png","Permanent","1562334607","2019","07"
"16603","1993","Save the Date: Kigali, Rwanda for the 11th annual Health and Humanitarian Logistics Conference","image/png","health_and_humanitarian_logistics_conference.png","public://uploads/2019/07/health_and_humanitarian_logistics_conference.png","Permanent","1562334839","2019","07"
"16607","1997","","image/png","grad-ebook_webheader.png","public://uploads/2019/07/grad-ebook_webheader.png","Permanent","1562684399","2019","07"
"16612","2009","Santagelo in his lab. ","image/jpeg","phil_photoshopped.jpg","public://uploads/2019/07/phil_photoshopped.jpg","Permanent","1563197477","2019","07"
"16623","2012","Georgia Tech researchers Azadeh Ansari, School of Electrical and Computer Engineering, DeaGyu Kim and Zhijian (Chris) Hao are shown in their laboratory. The chamber in the background is used to test the micro-bristle-bot. (Photo: Allison Carter, Georgia Tech)","image/jpeg","team.jpg","public://uploads/2019/07/team.jpg","Permanent","1563906647","2019","07"
"16627","2018","Georgia Tech graduate student Zhijian (Chris) Hao is shown with a microscope image of a micro-bristle-bot on a U.S. penny. (Photo: Allison Carter, Georgia Tech)","image/jpeg","penny_and_bot.jpg","public://uploads/2019/07/penny_and_bot.jpg","Permanent","1563906647","2019","07"
"16637","2022","","image/jpeg","reinventing1.jpg","public://uploads/2019/07/reinventing1.jpg","Permanent","1564416285","2019","07"
"16639","2026","A $13.5 million award from the Bill & Melinda Gates Foundation will improve sanitation to 2.5 billion people worldwide by reinventing the toilet, technology that hasn’t changed much in more than a century. Shown are Mechanical Engineering Associate Professor Shannon Yee and GTRI Research Scientists Ilan Stern and Kevin Caravati, who are leading the Georgia Tech portion of the initiative. (Photo: Allison Carter, Georgia Tech)","image/jpeg","original.jpg","public://uploads/2019/07/original.jpg","Permanent","1564416507","2019","07"
"16652","2038","This figure shows the principle of reactor operation verification with antineutrino monitors. ","image/jpeg","original_1.jpg","public://uploads/2019/08/original_1.jpg","Permanent","1565362333","2019","08"
"16658","2044","Gen. James McConville, second from left, with his family during a promotion ceremony for his son, Capt. Ryan McConville, in his office at the Pentagon. McConville was sworn in as the Army's 40th chief of staff Aug. 9. (Photo: Spc. Dana Clarke, U.S. Army)","image/jpeg","mcconville-family-promotion-ceremony-by-spc-dana-clarke-h_1.jpg","public://uploads/2019/08/mcconville-family-promotion-ceremony-by-spc-dana-clarke-h_1.jpg","Permanent","1565613803","2019","08"
"16660","2046","Gen. James McConville, right, greets a soldier from the 4th Infantry Division in Laghman Province, Afghanistan, in October 2018. (Photo: Spc. Markus Bowling, U.S. Army)","image/jpeg","mcconville-james-afghanistan-with-4th-infantry-by-spc-markus_bowling-h_1.jpg","public://uploads/2019/08/mcconville-james-afghanistan-with-4th-infantry-by-spc-markus_bowling-h_1_0.jpg","Permanent","1565622056","2019","08"
"16666","2054","Bing image search showing the top results as male","image/png","bing_screen_shot.png","public://uploads/2019/08/bing_screen_shot.png","Permanent","1565702452","2019","08"
"16671","2060","Example of a LinkedIn job ad","image/png","li_screen_shot_3.png","public://uploads/2019/08/li_screen_shot_3.png","Permanent","1565703028","2019","08"
"16680","2066","ILHA Cosmetics creates a cosmetic primer that allows users to wear makeup without being exposed to acne breakouts by using natural materials.","image/jpeg","swatch.jpg","public://uploads/2019/08/swatch.jpg","Permanent","1566828553","2019","08"
"16681","2069","","image/jpeg","nix.jpg","public://uploads/2019/08/nix.jpg","Permanent","1566828553","2019","08"
"16682","2071","","image/jpeg","chicken.jpg","public://uploads/2019/08/chicken.jpg","Permanent","1566828553","2019","08"
"16683","2073","","image/jpeg","medsure.jpg","public://uploads/2019/08/medsure.jpg","Permanent","1566828553","2019","08"
"16684","2075","","image/jpeg","precision.jpg","public://uploads/2019/08/precision.jpg","Permanent","1566828553","2019","08"
"16690","2085","Karen Feigh, AE","image/jpeg","feigh.jpg","public://uploads/2019/08/feigh.jpg","Permanent","1567102577","2019","08"
"16693","2089","Marta Hatzell, ME","image/jpeg","hatzell.jpg","public://uploads/2019/08/hatzell_0.jpg","Permanent","1567102716","2019","08"
"16694","2090","Alejandro Toriello, ISyE","image/jpeg","itoriello.jpg","public://uploads/2019/08/itoriello_0.jpg","Permanent","1567102716","2019","08"
"16715","2094","","image/jpeg","koki_ho_rs.jpg","public://uploads/2019/09/koki_ho_rs.jpg","Permanent","1567793903","2019","09"
"16716","2098","","image/png","ahmet_coskun_rs.png","public://uploads/2019/09/ahmet_coskun_rs.png","Permanent","1567793903","2019","09"
"16718","2102","","image/jpeg","joseph_scott_rs.jpg","public://uploads/2019/09/joseph_scott_rs.jpg","Permanent","1567793903","2019","09"
"16717","2106","","image/jpeg","ryan_sherman_rs.jpg","public://uploads/2019/09/ryan_sherman_rs.jpg","Permanent","1567793903","2019","09"
"16719","2110","","image/jpeg","shaolan_li_rs.jpg","public://uploads/2019/09/shaolan_li_rs.jpg","Permanent","1567793903","2019","09"
"16720","2114","","image/jpeg","debankur_mukherjee_rs.jpg","public://uploads/2019/09/debankur_mukherjee_rs.jpg","Permanent","1567793903","2019","09"
"16721","2118","","image/jpeg","mathieu_dahan_rs.jpg","public://uploads/2019/09/mathieu_dahan_rs.jpg","Permanent","1567794306","2019","09"
"16722","2122","","image/jpeg","ellen_mazumdar_rs.jpg","public://uploads/2019/09/ellen_mazumdar_rs.jpg","Permanent","1567794306","2019","09"
"16724","2126","","image/jpeg","ye_zhao_rs.jpg","public://uploads/2019/09/ye_zhao_rs.jpg","Permanent","1567794306","2019","09"
"16723","2130","","image/jpeg","sourabh_saha_rs.jpg","public://uploads/2019/09/sourabh_saha_rs.jpg","Permanent","1567794306","2019","09"
"16725","2134","","image/png","juan_pablo_correa_baena_rs.png","public://uploads/2019/09/juan_pablo_correa_baena_rs.png","Permanent","1567794306","2019","09"
"16731","2149","","image/jpeg","17c10202-p7-001.jpg","public://uploads/2019/09/17c10202-p7-001.jpg","Permanent","1568040430","2019","09"
"16732","2150","","image/jpeg","17c10303-p4-004.jpg","public://uploads/2019/09/17c10303-p4-004.jpg","Permanent","1568040430","2019","09"
"16733","2151","","image/jpeg","n18c10302-p49-018.jpg","public://uploads/2019/09/n18c10302-p49-018.jpg","Permanent","1568040430","2019","09"
"16737","2166","The 2019 Clark Scholars relax at West Village","image/jpeg","candid_clark.jpg","public://uploads/2019/09/candid_clark.jpg","Permanent","1568730357","2019","09"
"16747","2172","ECE 3005 In-Class Writing Workshop","image/jpeg","comms_lab_2.jpg","public://uploads/2019/09/comms_lab_2.jpg","Permanent","1569244949","2019","09"
"16761","2192","Clinician Kinsey Herrin and Aaron Young with a patient wearing the robotic lower limb.","image/jpeg","img_8760_group_knee.jpg","public://uploads/2019/09/img_8760_group_knee.jpg","Permanent","1569851771","2019","09"
"16762","2196","","image/jpeg","040a3328_back.jpg","public://uploads/2019/09/040a3328_back.jpg","Permanent","1569851771","2019","09"
"16763","2200","Graduate students with the robotic lower limb they helped build and design using parts fabricated at Georgia Tech.","image/jpeg","qb6a0086_studnets.jpg","public://uploads/2019/09/qb6a0086_studnets.jpg","Permanent","1569851771","2019","09"
"16760","2205","","image/jpeg","040a3352_knee.jpg","public://uploads/2019/09/040a3352_knee.jpg","Permanent","1569851673","2019","09"
"16775","2230","Favoring a collaborative environment, Mitchell discusses a current project on using machine learning to agnostically rank factors in cardiovascular disease. ","image/jpeg","classroom_mitchell.jpg","public://uploads/2019/10/classroom_mitchell.jpg","Permanent","1571082343","2019","10"
"16776","2234","Mitchell and a handful of her 25-plus students make up one of the largest undergraduate labs on campus. Their work combines machine learning algorithms with predictive medicine to help find causes, cures, and better care for diseases like Alzheimer's, Lou Gehrig Disease, and cancer. ","image/jpeg","cassie_class.jpg","public://uploads/2019/10/cassie_class.jpg","Permanent","1571082343","2019","10"
"16780","2238","Wearing her opening ceremony outfit from the 2016 Rio Paralympics, Mitchell proudly displays her silver and bronze medals. She's planning on bringing home the gold at the 2020 Paralympic Games in Tokyo. ","image/png","cassie_mitchell_feat-1200_a.png","public://uploads/2019/10/cassie_mitchell_feat-1200_a.png","Permanent","1571082634","2019","10"
"16783","2240","","image/png","screen_shot_2019-09-20_at_08.57.47.png","public://uploads/2019/10/screen_shot_2019-09-20_at_08.57.47_0.png","Permanent","1571144030","2019","10"
"16784","2242","Left a diagram of a healthy heart, on right diagram of a heart in heart failure. Credit: Creative Commons by Scientificanimations.com","image/jpeg","right_side_heart_failure.jpg","public://uploads/2019/10/right_side_heart_failure.jpg","Permanent","1571144030","2019","10"
"16789","2245","","image/jpeg","original_2.jpg","public://uploads/2019/10/original_2.jpg","Permanent","1571151140","2019","10"
"16794","2248","Alec Gallimore (Robert J. Vlasic Dean of the College of Engineering at the University of Michigan) Steve McLaughlin, (Dean of the College of Engineering at the Georgia Institute of Technology), and Mingyan Liu (Peter and Evelyn Fuss Chair of Electrical and Computer Engineering at the University of Michigan). McLaughlin holds the ECE Distinguished Educator Award during his visit on October 1st, 2019.","image/jpeg","steveumichaward.jpg","public://uploads/2019/10/steveumichaward.jpg","Permanent","1571321790","2019","10"
"16795","2250","McLaughlin's lecture was about improving the educational experience for students.","image/jpeg","mclaughlin-lecture-content.jpg","public://uploads/2019/10/mclaughlin-lecture-content.jpg","Permanent","1571321790","2019","10"
"16807","2256","The small, horseshoe-shaped wedges slide under the legs of the outermost chair and hold the rest of the stack securely in place.","image/png","patentimage.png","public://uploads/2019/10/patentimage_0.png","Permanent","1571679834","2019","10"
"16808","2260","Slippery floors make it easy for a stack of chairs to collapse. ","image/jpeg","wedgetech_-_our_problem.jpg","public://uploads/2019/10/wedgetech_-_our_problem.jpg","Permanent","1571679834","2019","10"
"16810","2264","Crose and her teammate, James Apple, at the state competition. Their invention took second place.","image/jpeg","img_4603.jpg","public://uploads/2019/10/img_4603_0.jpg","Permanent","1571679834","2019","10"
"16821","2285","","image/jpeg","20c2301-p1-001.jpg","public://uploads/2019/10/20c2301-p1-001.jpg","Permanent","1571858889","2019","10"
"16822","2286","","image/jpeg","n19c10400-p1-002.jpg","public://uploads/2019/10/n19c10400-p1-002.jpg","Permanent","1571858889","2019","10"
"16823","2288","","image/jpeg","20c2301-p1-012.jpg","public://uploads/2019/10/20c2301-p1-012.jpg","Permanent","1571858996","2019","10"
"16824","2289","","image/jpeg","n19c10400-p1-014.jpg","public://uploads/2019/10/n19c10400-p1-014.jpg","Permanent","1571858996","2019","10"
"16845","2315","","image/jpeg","13c10000-p14-013.jpg","public://uploads/2019/10/13c10000-p14-013.jpg","Permanent","1572539560","2019","10"
"16846","2316","","image/jpeg","16c10303-p7-001.jpg","public://uploads/2019/10/16c10303-p7-001.jpg","Permanent","1572539560","2019","10"
"16850","2320","11 adventurers decked out in ice climbing gear pose with a Georgia Tech flag in the Alaskan snow.","image/jpeg","iceclimbing.jpeg","public://uploads/2019/11/iceclimbing.jpeg","Permanent","1572886679","2019","11"
"16853","2333","Denali National Park was one of the stops on the Alaska expedition this summer.","image/jpeg","denali.jpeg","public://uploads/2019/11/denali.jpeg","Permanent","1572887998","2019","11"
"16856","2340","Sicard is ready to take any challenge the world throws her way, with the help of the people by her side. ","image/jpeg","tripleaders1.jpeg","public://uploads/2019/11/tripleaders1.jpeg","Permanent","1572889162","2019","11"
"16869","2365","","image/jpeg","mackenziehiking.jpeg","public://uploads/2019/11/mackenziehiking_0.jpeg","Permanent","1573054787","2019","11"
"16870","2368","Bill Park (electrical engineering, ’76) has been president and CEO of Tifton Quality Peanuts since 2006.","image/jpeg","field.jpg","public://uploads/2019/11/field.jpg","Permanent","1573059625","2019","11"
"16879","2384","Agricultural Technology Research Program researchers Dan Sabo and Judy Song study the effect of different stressors on peanut plants.","image/jpeg","drought_tolerant_peanuts-103.jpg","public://uploads/2019/11/drought_tolerant_peanuts-103_0.jpg","Permanent","1573061429","2019","11"
"16878","2385","They also work to develop sensors that will notify farmers of these stressors.","image/jpeg","drought_tolerant_peanuts-101.jpg","public://uploads/2019/11/drought_tolerant_peanuts-101.jpg","Permanent","1573061429","2019","11"
"16881","2392","","image/jpeg","peanuthill.jpg","public://uploads/2019/11/peanuthill.jpg","Permanent","1573061999","2019","11"
